3	4
4	20
3	11
4.50000000000000	8
2.50000000000000	17
2.50000000000000	6
2	38
3	8
3	52
1.50000000000000	3
2.50000000000000	12
5	5
2.50000000000000	3
3	200
4	4
1	3
4	10
3.50000000000000	26
5	10
2.50000000000000	20
3	41
5	3
3	12
3.50000000000000	3
5	6
4	17
5	3
3.50000000000000	22
3	8
2	6
2.50000000000000	3
4.50000000000000	30
2.50000000000000	22
2.50000000000000	17
2.50000000000000	35
3.50000000000000	3
1	4
2	5
4.50000000000000	13
3.50000000000000	26
2.50000000000000	8
5	10
5	7
4.50000000000000	4
3	428
3	206
3.50000000000000	2142
2.50000000000000	7
5	17
5	57
2.50000000000000	6
4.50000000000000	33
3.50000000000000	68
4	13
2.50000000000000	8
4.50000000000000	21
4.50000000000000	8
3	4
2.50000000000000	3
2	8
4.50000000000000	3
3.50000000000000	36
4	5
3	6
5	3
3.50000000000000	4
3	87
3.50000000000000	52
4.50000000000000	14
3.50000000000000	3
3.50000000000000	4
4.50000000000000	11
2.50000000000000	21
5	3
3.50000000000000	8
1.50000000000000	4
3.50000000000000	14
2.50000000000000	22
4	5
3.50000000000000	28
3	6
4	4
3.50000000000000	68
4	3
3.50000000000000	47
3	100
3	202
2.50000000000000	3
3.50000000000000	7
1.50000000000000	12
5	3
3.50000000000000	763
3.50000000000000	56
2.50000000000000	8
3.50000000000000	29
3	3
3.50000000000000	533
4.50000000000000	78
4.50000000000000	3
3	14
4.50000000000000	16
5	4
4.50000000000000	8
2.50000000000000	6
3.50000000000000	15
3.50000000000000	6
3.50000000000000	8
4	26
4.50000000000000	11
4.50000000000000	4
4.50000000000000	4
2	99
2.50000000000000	3
3	36
4.50000000000000	8
5	3
3	15
3.50000000000000	6
4	151
4.50000000000000	19
3.50000000000000	4
2	6
4	8
3	19
2.50000000000000	7
3	6
5	4
3	5
2.50000000000000	12
4.50000000000000	20
4.50000000000000	33
4.50000000000000	7
5	4
1	3
5	3
4.50000000000000	23
3	29
3.50000000000000	4
3.50000000000000	8
2	3
4.50000000000000	37
4.50000000000000	7
2.50000000000000	55
2	7
3	45
3.50000000000000	3
4	33
5	6
3	5
4	17
5	3
4	59
4.50000000000000	12
3.50000000000000	60
4.50000000000000	27
2.50000000000000	12
2	25
3.50000000000000	64
3.50000000000000	363
4.50000000000000	31
3	7
2.50000000000000	5
3	6
2.50000000000000	3
3	3
4.50000000000000	14
3.50000000000000	5
4.50000000000000	6
1.50000000000000	3
2.50000000000000	20
4.50000000000000	106
2	5
4.50000000000000	113
3.50000000000000	7
2.50000000000000	4
3	29
3.50000000000000	33
1.50000000000000	4
3.50000000000000	78
3.50000000000000	4
3.50000000000000	130
2.50000000000000	14
4.50000000000000	3
4	54
4.50000000000000	207
3	4
3.50000000000000	26
5	74
4.50000000000000	263
3.50000000000000	22
3.50000000000000	28
2.50000000000000	526
4	1305
4	13
3	5
3.50000000000000	14
4.50000000000000	11
4	13
3	24
2.50000000000000	3
2.50000000000000	7
3	8
4	43
4	10
4.50000000000000	17
3.50000000000000	19
3.50000000000000	108
3	17
3.50000000000000	17
4	85
2	14
2	415
5	77
3	6
2.50000000000000	14
3.50000000000000	3
5	4
3.50000000000000	4
5	4
4.50000000000000	33
3.50000000000000	15
5	4
2	6
2	85
3	233
3.50000000000000	3
5	4
2.50000000000000	55
4.50000000000000	4
4.50000000000000	3
4	5
4	487
4.50000000000000	3
5	39
3	18
2.50000000000000	6
2.50000000000000	21
4.50000000000000	703
3.50000000000000	5
3.50000000000000	31
2	18
4.50000000000000	3
3.50000000000000	26
2.50000000000000	447
4.50000000000000	15
3.50000000000000	7
3.50000000000000	4
3.50000000000000	3
3.50000000000000	46
4.50000000000000	149
4	108
3	18
3	22
3.50000000000000	12
4	271
5	4
4	14
2.50000000000000	18
1	3
4.50000000000000	6
3	4
4	24
3.50000000000000	12
3.50000000000000	5
2	4
3.50000000000000	6
4	5
4.50000000000000	5
3.50000000000000	6
3	34
4.50000000000000	417
3.50000000000000	4
1.50000000000000	3
3.50000000000000	49
4.50000000000000	3
3	12
4	19
3	12
5	3
2.50000000000000	9
4	5
5	14
4	30
4	5
4	13
3.50000000000000	21
3.50000000000000	110
4.50000000000000	4
4	178
3	45
2.50000000000000	35
3	8
3	9
1.50000000000000	8
4.50000000000000	7
3.50000000000000	3
4.50000000000000	8
