7	0
5	0
5	9
26	28
3	8
23	65
9	7
4	0
3	0
7	7
4	5
3	4
10	17
5	26
3	0
3	0
4	0
10	14
69	125
9	15
11	12
8	7
4	0
10	0
6	0
8	0
10	6
3	0
16	42
8	0
81	95
3	6
6	0
4	3
12	27
25	216
3	0
3	0
12	82
4	25
60	112
7	0
32	62
13	0
11	160
33	73
106	275
3	0
7	10
7	0
6	0
148	520
3	0
45	156
31	224
19	158
92	268
19	69
4	0
12	0
7	3
23	136
55	149
5	17
5	26
3	14
95	283
6	21
4	0
25	128
5	0
23	320
8	12
12	3
5	46
9	80
51	182
7	69
9	45
122	185
7	42
10	58
3	0
4	10
5	7
6	4
18	6
6	3
3	3
3	0
15	7
41	55
5	8
21	21
13	13
4	11
9	30
3	21
4	10
4	9
10	17
3	18
8	0
3	0
17	7
18	10
6	28
11	0
8	3
7	33
5	4
12	22
3	0
6	0
4	0
25	47
3	0
24	6
4	4
8	38
24	19
32	70
11	19
3	0
5	0
17	30
11	0
65	50
3	0
6	5
3	0
4	0
3	0
20	0
18	168
10	9
8	17
6	0
26	14
17	20
8	9
7	18
21	0
43	239
6	0
5	29
9	8
8	0
117	272
62	615
18	24
5	6
5	0
7	0
9	7
8	27
99	18
4	25
10	8
41	56
25	42
4	40
28	36
33	339
14	66
4	118
6	0
11	0
17	0
4	0
37	33
5	0
6	4
111	1498
3	0
21	0
9	0
4	0
5	14
12	0
4	0
5	6
276	339
3	0
144	151
81	56
21	9
16	6
79	475
34	116
3	0
35	51
8	0
69	55
37	67
3	0
8	0
28	41
6	0
95	532
5	0
3	0
3	0
5	0
111	103
5	0
3	0
6	0
4	0
6	3
12	3
4	0
6	4
5	0
22	22
5	0
3	0
10	12
3	0
3	0
12	0
3	0
61	124
13	0
162	242
11	17
3	0
11	13
44	60
3	0
3	0
3	0
11	31
5	0
11	12
17	66
6	0
8	34
5	25
6	23
49	135
4	20
9	0
94	92
9	3
3	18
6	24
21	33
3	3
4	0
7	7
4	10
4	0
6	6
5	0
4	0
69	169
3	0
51	278
16	10
20	25
51	83
4	0
12	189
6	4
8	0
11	5
6	12
3	0
9	19
12	3
12	13
14	14
6	33
4	0
5	0
11	0
16	15
3	0
3	3
14	50
19	13
6	0
20	158
3	0
4	0
8	7
17	21
34	33
23	29
13	8
3	0
3	0
26	18
3	0
22	5
145	153
11	6
3	6
3	0
18	30
7	28
4	6
3	0
21	64
10	28
5	19
6	3
4	0
106	165
3	5
275	545
37	87
3	7
7	0
4	0
32	56
10	5
8	9
6	24
93	231
10	5
3	0
7	0
3	0
5	11
6	0
3	0
3	0
10	6
288	706
4	7
10	0
7	0
6	14
12	11
15	0
21	42
4	0
5	0
6	45
11	12
7	0
5	0
5	0
4	0
58	47
16	4
10	64
3	0
5	11
6	38
3	5
6	0
14	43
3	9
52	87
94	382
3	27
3	4
6	5
4	0
3	12
10	107
3	0
20	64
3	0
6	6
8	5
6	12
8	50
3	4
3	0
3	0
